exposure	outcome	snps	ivw.OR	ivw.l	ivw.u	ivw.p	wm.OR	wm.l	wm.u	wm.p	egger.OR	egger.l	egger.u	egger.p	Egger.intercept.p	Q.p	I2	F.statistic
serum iron	PA Laisk et al	4	0.763400028440948	0.52236385254819	111.565.836.835.901	0.163135305509781	0.734916701226556	0.527616500066055	102.366.502.502.121	0.0685112067550758	0.903970277050374	0.235235947099018	347.379.842.183.117	0.896621055671002	0.81810592672665	0.088110273199194	541.262.711.434.981	879.929.076.065.532
